Country,Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating
US,data,,Data Scientist - Customer Analytics,https://www.indeed.com/rc/clk?jk=952ad8f3e3644a54&fccid=027d7cca25a5d14f&vjs=3,Best Buy," 
 Apply scientific methods to dig deep into complex data to deliver data-driven solutions across different business areas to drive business outcomes.
","Atlanta, GA 30350","Posted
Posted 17 days ago",3.8
US,data,,Data Scientist,https://www.indeed.com/company/Tegria/jobs/Data-Scientist-bed3dbe3c4ffd20e?fccid=c6680d2c108a7e02&vjs=3,Tegria," 
 The primary focus of this position will be to help healthcare organizations on a wide range of data related projects that include data wrangling, data analysis,…
",Remote,"Posted
Posted 18 days ago",2.6
US,data,,AVI_Peebles Sr Data Acquisition Tech,https://www.indeed.com/rc/clk?jk=3080d6d84d28e4e4&fccid=aac6f2070b0f3775&vjs=3,GE Aviation," 
 Assist in the interpretation and processing of associated test data.
 The Peebles Data Acquisition Technician will perform technical assignments involving…
","Peebles, OH 45660","Posted
Posted 10 days ago",3.8
US,data,,Data Scientist - Remote,https://www.indeed.com/rc/clk?jk=5f1103ebd513c781&fccid=afbf8c270610a38a&vjs=3,Cigna," 
 Using state of the art AI tools, DS platforms, ML libraries, and optimization tools, we leverage internal, external, online and offline data sources comprising…
","Remote in Hartford, CT 06152","Posted
Posted 30+ days ago",3.6
US,data,,Junior Data Engineer,https://www.indeed.com/rc/clk?jk=7edddab001997e41&fccid=b2d012e2571d5c7d&vjs=3,Open Road Media," 
 Design and build ETL pipelines by using Airflow to collect data from different sources to data warehouses.
 In the meantime, we build systems, infrastructure,…
","New York, NY 10038 
(Financial District area)","Posted
Posted 30+ days ago",
US,data,,Business Intelligence Analyst,https://www.indeed.com/rc/clk?jk=b3972e5d231921c8&fccid=20f48cf7726b0510&vjs=3,Chanel," 
 Influence GLTD’s innovation strategy by analyzing the data and learnings from our operational projects, and by conducting research on topics that will influence…
","Hybrid remote in New York, NY","Posted
Posted 3 days ago",4.1
US,data,,"Manager, HR Data & Systems",https://www.indeed.com/rc/clk?jk=dd6d20c7bcdb8e7a&fccid=de640f613b6c0608&vjs=3,HERMES OF PARIS INC.," 
 This position will ensure data integrity by defining and adopting processes to track, analyze and resolve issues as well as organizing regular data audits.
","New York, NY","Posted
Posted 25 days ago",4.0
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=d0754555a2611f9f&fccid=5ce6ce9361914365&vjs=3,Mashvisor Inc.," 
 Research new data sources, vetting for efficacy and applicability.
 Bonus: background in US real estate data, insurance or financial markets analysis.
",Remote,"Posted
Posted 13 days ago",3.0
US,data,,Senior Data Engineer,https://www.indeed.com/rc/clk?jk=379fb2c8b6f6dc85&fccid=3453268f43beb582&vjs=3,Altair Engineering," 
 Data Engineering team, building highly resilient data pipelines.
 Join Data Engineering team, which is responsible for building highly resilient data pipelines.
","Palo Alto, CA","Posted
Posted 5 days ago",4.2
US,data,,Data Analytics,https://www.indeed.com/rc/clk?jk=40b844210f00e904&fccid=b12feff5f0b7472f&vjs=3,Quantbot Technologies," 
 We are constantly researching, evaluating and adding new data sets and techniques for extracting value from data.
 Stats packages such as R, Matlab.
","New York, NY 10017 
(Murray Hill area)","Posted
Posted 30+ days ago",
US,data,,Machine Learning/Data Scientist,https://www.indeed.com/company/Boston-Technology/jobs/Machine-Learning-Data-Scientist-e3d4b109bd41fc94?fccid=4944c1d0a4b3ab8a&vjs=3,Boston Technology," 
 Research using statistical modeling, machine learning, and general data analytics methodologies.
 Some experience with cloud-based analytics technologies and an…
","Princeton, NJ 08540","Posted
Just posted",
US,data,,Healthcare Data Architect,https://www.indeed.com/company/Tekshapers-Inc/jobs/Healthcare-Data-Architect-ee5d4ee60873912c?fccid=466817453a8610a8&vjs=3,Tekshapers Inc," 
 Must have data modeling experience.
 Good to have someone with EPIC data experience.
 Strong healthcare experience in both payor and provider experience.
",Remote,"Posted
Today",
US,data,,Data & Reporting Analyst,https://www.indeed.com/rc/clk?jk=93196d4332d4ea16&fccid=bfb394bc9a4b4f1e&vjs=3,QBE," 
 Strong data analysis and modeling skills.
 Advanced working knowledge of data manipulation techniques.
 Strong skills in spreadsheets, data analysis and reporting…
","Remote in Chicago, IL 60603","Posted
Posted 30+ days ago",3.5
US,data,,"Manager, Data Analytics",https://www.indeed.com/rc/clk?jk=5ef79cb72645499d&fccid=a22ee860b52e690c&vjs=3,Bubble," 
 This person will also own and oversee our data stack.
 7+ years of data experience, with a focus on product analytics.
 Fluency in SQL and a BI tool like Looker.
","Remote in New York, NY","Posted
Posted 20 days ago",
US,data,,Database Developer,https://www.indeed.com/rc/clk?jk=4fe56e980c8cfde4&fccid=bd1e44b4b452a00e&vjs=3,Talent Team," 
 Experience using Microsoft SQL Server Integration Services to extract data from other systems and integrate into existing databases using standard data…
","Brooklyn, NY 11201","Employer
Active 27 days ago",
US,data,,Data Scientist training,https://www.indeed.com/company/CARITA-TECH/jobs/Data-Scientist-Training-8dc5a958c4b85321?fccid=79dc6fee4d13d14e&vjs=3,CARITA TECH," 
 We are going to start a *new batch of Data Science, Devops & ServiceNow from next week.
 We Also do Direct Marketing and can get a job within 30 days.
",Remote,"Employer
Active 6 days ago",
US,data,,"Associate, Data & Analytics - NYC",https://www.indeed.com/rc/clk?jk=69667a9988f244bb&fccid=647578535675f915&vjs=3,AdTheorent," 
 Excellent written and verbal communication skills: ability to tell a compelling story with data.
 The AdTheorent Data and Analytics (D&A) team is responsible for…
","Hybrid remote in New York, NY 10013","Posted
Posted 30+ days ago",3.8
US,data,,Data Entry Clerk,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DGx1fMMPUkyqLEwMjcXs8-KM5tQ0Xh0c9L2NTL1J6X_MHcwPBQeg1CL-eEjG8oQamD4V8qGKhE3mfPH5OV-In_gChRYNrQ-SQt487m0aKnUbsmpgSoUtA0jcy1qm4fBTeuVi87PHVDmgKgyDUGL_az7Js9ryryIJsTHdoOmgsTvnZkYpZlEM6jYNU3VKxxC93_m0k2G1NQdR9Y2Y1XGF53XVHzp6yeRH0lkuVKgGKO9Fi0iUkGrIsB0l73RFCESzaCmOBxXM6l9N-O2Vo1NBxGPZDXYeilqiiBThEnoyJ7cyYTYoo5-aRCQ5VE_H6vzwTtG5WawKSrm0tKvTMAAb_Xb1WCuF6yhNAdBA_C7f7VA9ueS2DJVNfFBe1RQdMW7L9sNyHlOQXYqX_EB2voDeI35ggF8ZFP3gfUqA0V9vTKlvAieNy1TdQHhhphp_AZSaBIPFQOEmuTsLxIo0tQuVeKM6OzBwGxETC54qc4cgrHLMaqcPzJZtz86Om4Rhx7x9E=&xkcb=SoAU-_M3SuvWAjg0ar0JbzkdCdPP&p=12&fvj=1&vjs=3,Ambassador Medical Services," 
 Data Entry Clerk needed for remote processing centers located in New York City and North Jersey.
 Must have good typing and organizational skills, as well as…
","New York, NY","Posted
Posted 30+ days ago",
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=78114f00262ac9a0&fccid=8ea54e852901f8b5&vjs=3,Red Bull North America," 
 A deep love of data and high degree of data literacy gained through experience working with data.
 Identify and gather data from both internal and external…
","Santa Monica, CA 90403","Posted
Posted 18 days ago",3.9
US,data,,Engagement Operations Data Specialist,https://www.indeed.com/rc/clk?jk=ac1520ef8c97a4ea&fccid=64f77d51a22639e6&vjs=3,Alight," 
 Manage data software subscriptions and process annual renewals.
 Comfort and track record working in complex data systems.
 Raiser’s Edge Data Management – 30%.
","Remote in New York, NY 10036","Posted
Posted 30+ days ago",4.0
US,data,,Data Programmer,https://www.indeed.com/rc/clk?jk=25f2c6f5d7d3fa4b&fccid=bc9b803bd657ffea&vjs=3,Renaissance Technologies," 
 Use strong analytical skills and in-depth knowledge of C/C++ under Linux/Unix to develop, improve, test, and maintain data processing software.
","East Setauket, NY","Posted
Posted 7 days ago",4.5
US,data,,Sr. Data Engineer,https://www.indeed.com/company/LOVEFOODIES-INC/jobs/Senior-Data-Engineer-3e4ebf4b40d5883f?fccid=0b045985d572013c&vjs=3,LOVEFOODIES INC," 
 SQL. SQL, or Structured Query Language, is the ubiquitous industry-standard database language.
 Data pipelines in python is required.
","Menlo Park, CA","Posted
Posted 13 days ago",
US,data,,Sr. Machine Learning Data Scientist,https://www.indeed.com/rc/clk?jk=a6b82c79bf7167af&fccid=057bc3c8c14bf72f&vjs=3,Clearcover," 
 Strong conceptual understanding of machine learning applied to real-world data, including the ability to identify and articulate modeling and data issues.
","Remote in Chicago, IL","Posted
Posted 10 days ago",3.7
US,data,,Sr. Data Engineer Remote Opportunity,https://www.indeed.com/rc/clk?jk=8bad61783c66b39e&fccid=dd616958bd9ddc12&vjs=3,Fathom Management LLC," 
 Build data workflows using Databricks.
 Seeking a Senior Data Engineer who possesses knowledge of appropriate data sources to address the specific requirements…
",Remote,"Posted
Posted 3 days ago",
US,data,,100% REMOTE // GCP Data Engineer,https://www.indeed.com/company/Talent-groups/jobs/-d3c2425951037435?fccid=5099c5ad6c3d5263&vjs=3,Talent Groups," 
 Python (file handling (open, read, remove etc), database connections, lists, data type conversions.
 GCP BQ query knowledge with handson skill of Hana (DWH).
",Remote,"Employer
Active 2 days ago",
US,data,,Data Analyst (Remote),https://www.indeed.com/rc/clk?jk=e680731391eb89b8&fccid=692fb898f0d0e7a2&vjs=3,Stride inc," 
 Collaborate with the data scientist team.
 Use Sql to pull data and extract insights from complex data, deliver compelling presentations to assist Senior…
","Remote in Reston, VA 20190","Posted
Posted 4 days ago",3.9
US,data,,Data Scientist,https://www.indeed.com/company/Clarus-Group/jobs/Data-Scientist-bc4fc2e617222cf8?fccid=7230a14a9e6f8407&vjs=3,Clarus Group," 
 Python (and/or other languages for data manipulation and analysis).
 Our Professional Services team is currently looking for an *Data Scientist* to deliver…
",Remote,"Posted
Posted 30+ days ago",3.0
US,data,,Data Modeler,https://www.indeed.com/rc/clk?jk=99cd77af7bbb058b&fccid=105ecfd0283f415f&vjs=3,Capgemini," 
 Implementing data strategies and developing physical data models.
 As a data modeler this individual will be working closely with data architects’ data analyst’s…
","New York, NY 10003 
(Flatiron area)","Posted
Posted 1 day ago",3.8
US,data,,Risk Adjustment Strategic Manager - Data Reporting,https://www.indeed.com/rc/clk?jk=cfba9b32b9204f96&fccid=2a4da7fa99f4b9ae&vjs=3,Elevance Health," 
 Obtains and complies trend data and educates providers.
 Preferred Qualification, Skills & Experiences: Experience working with data, reporting and analytics…
","Remote in New York, NY","Posted
Posted 24 days ago",3.6
US,data,,Salesforce Data Analyst,https://www.indeed.com/rc/clk?jk=30bfc274df209f13&fccid=af17ea0d1d6bbbba&vjs=3,IKEA," 
 Experience in data visualisation software / applications.
 Support data driven decisions on product and strategy by helping to visualize data and enable change…
","Conshohocken, PA 19428","Posted
Posted 30+ days ago",3.8
US,data,,Data Architect,https://www.indeed.com/rc/clk?jk=92da59f6493dcc28&fccid=3bcf7eb192e678e4&vjs=3,General Mills," 
 Working with tools and concepts related to data and analytics, including at least 1 of the following: dimensional modeling, ETL, reporting tools, data…
","Remote in Minneapolis, MN 55426","Posted
Posted 20 days ago",3.9
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=78fbbf5409f818f8&fccid=ada833cd00ae27d8&vjs=3,FanDuel," 
 Bring efficiency and automation in the data infrastructure.
 Manage the data preparation process from collection through cleaning.
","Hybrid remote in New York, NY","Posted
Posted 30+ days ago",3.6
US,data,,Data and Reporting Professional,https://www.indeed.com/rc/clk?jk=7c6aef01c43cfefb&fccid=5f1f0e6dcc6cbc83&vjs=3,Humana," 
 The Data and Reporting Professional 2 integrates data from multiple sources to produce requested or required data elements.
","Remote in Cincinnati, OH 45202","Posted
Posted 14 days ago",3.6
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=caab11c8167d146a&fccid=c2d1b0769a534b4d&vjs=3,Spectrum," 
 Establish links across existing data sources and find new, interesting data correlations.
 Partner on the design and implementation of statistical data quality…
","Stamford, CT 06902 
(Downtown area)","Posted
Posted 3 days ago",3.3
US,data,,Sample Receiving Data Entry Clerk I,"https://www.indeed.com/company/EMSL-Analytical,-Inc/jobs/Sample-Receiving-Data-Entry-Clerk-8e3b7c8a3da0d24a?fccid=897901fab1c2715a&vjs=3","EMSL Analytical, Inc"," 
 EMSL Analytical, Inc. is seeking a Full Time *Sample Receiving Data Entry Clerk I* for its busy 24/7 Long Island City Laboratory.
","Long Island City, NY 11101","Posted
Posted 13 days ago",2.4
US,data,,Data Governance Analyst,https://www.indeed.com/rc/clk?jk=043d85320a34fe51&fccid=bfd775c668d70e10&vjs=3,AXIS Insurance," 
 Manage data governance projects related to data dictionaries, reference data management, data lineage, aligned with business priorities.
","New York, NY","Posted
Posted 30+ days ago",3.9
US,data,,Sr. Data Engineer with Snowflake,https://www.indeed.com/company/Interas-Labs-LLC/jobs/Senior-Data-Engineer-Snowflake-d945ed74b0b1a4d6?fccid=eb4160e632c4d774&vjs=3,Interas Labs LLC," 
 Good to have familiarity with data visualization tools (Tableau/Power BI).
 Must have good knowledge of architecting and implementing very large scale data…
","New York, NY","Employer
Active 12 days ago",
US,data,,Data Analyst,https://www.indeed.com/company/TwentyFirst/jobs/Data-Analyst-913d86dd3c4cf29c?fccid=6af30b4eee9a546a&vjs=3,"Longevity Holdings, Inc"," 
 Maintains data security and confidentiality of all activities.
 Solid problem solving, analytical skills, and data curiosity.
","Hybrid remote in Minneapolis, MN 55402","Posted
Posted 6 days ago",
US,data,,Data Privacy,https://www.indeed.com/rc/clk?jk=7e0e03fb03f6dd48&fccid=d4f6354e42d0940c&vjs=3,Knobbe Martens Olson & Bear LLP," 
 Candidates with 4+ years of legal experience in a data privacy role, US JD and CIPP/US certification, experience with privacy and data security laws on a…
","Orange County, NY","Posted
Posted 30+ days ago",4.2
US,data,,Data Management and Analysis Services Associate IV,https://www.indeed.com/rc/clk?jk=b5d8d23edfeef490&fccid=88f5eba43de70e76&vjs=3,Conduent," 
 Reviews electronic data for errors.
 Executes complex data receiving and exporting tasks.
 Receives electronic data and forensically copies to servers.
","Albany, NY 12205","Posted
Posted 3 days ago",2.7
US,data,,DATA ENGINEER,https://www.indeed.com/rc/clk?jk=fb3221240301b5bf&fccid=34fc911709e72a9a&vjs=3,STAND 8," 
 Building APIs and data pipelines using Python.
 Restful API and data pipeline creation experience using Python.
 Hands-on experience with Amazon Web Services.
","Los Angeles, CA","Posted
Posted 3 days ago",
US,data,,Data Scientist,https://www.indeed.com/company/Icanio-Technology-Labs-Private-Limited/jobs/Data-Scientist-eb20e7cbcb34ad72?fccid=ee371ced5bd795c3&vjs=3,Icanio Technology Labs Private Limited," 
 3+ years’ experience in data science.
 Ability to make data-driven decisions.
 Are defined and data collection & storage is in place.
",Remote,"Employer
Active 2 days ago",
US,data,,Data Analytics Specialist,https://www.indeed.com/rc/clk?jk=fcead07aeece1250&fccid=e08122e0e993cc32&vjs=3,Bayer," 
 Provide technical analysis, curated data sets and reporting tools in a fast-paced team environment of data analysts and business SMEs to accelerate building an…
",United States,"Posted
Posted 10 days ago",4.1
US,data,,Data Executive,https://www.indeed.com/rc/clk?jk=d89f40c6fb04099d&fccid=d46e0b83498fa11f&vjs=3,Glassview Media," 
 Able to collect, synthesize and report data.
 We are seeking experience in a data-driven role, experience owning research projects resulting in clear, actionable…
","New York, NY","Posted
Posted 30+ days ago",
US,data,,Data Science Co-Op,https://www.indeed.com/rc/clk?jk=daef99b31aef9abc&fccid=aaf79cebbf46296a&vjs=3,Electric Hydrogen," 
 Build and maintain data dashboards for visualization of scientific data.
 Develop Python scripts to automate routine data analysis tasks.
","San Carlos, CA","Posted
Posted 30+ days ago",
US,data,,Data Analyst,https://www.indeed.com/company/Northrop-Grumman-Federal-Credit-Union/jobs/Data-Analyst-b67ba97aca78116a?fccid=0dc8cce5efd402d9&vjs=3,Northrop Grumman Federal Credit Union (NGFCU)," 
 Data warehousing, data cleaning, and other analytical techniques required for data usage.
 Knowledge of various data structures and the ability to manipulate…
",Remote,"Posted
Posted 7 days ago",2.9
US,data,,Supply Chain - Data Maintenance Analyst,https://www.indeed.com/company/PepsiCo/jobs/Supply-Chain-354c1f9138fcbdfa?fccid=2973259ddc967948&vjs=3,PepsiCo," 
 Proactively coordinate, analyze and review Material Master Data activities to increase data quality and data efficiency, completeness, consistency, and data…
","Hybrid remote in Purchase, NY 10577","Posted
Posted 17 days ago",3.8
US,data,,"Data Engineer, AVP",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A923Hiptyocwtax2nVTTLNcUdb--4j2ThYCJ1srHXDY-WFdO7tSt9WNC_8oxtydgTiMl9ruio4nUXc3Vjeu5GS3qltsN1b76lhV8yWXO4fqjwrZ1TLuEhslnomoa2xBnxtD5UylNXLyV8a3TCdTpDQNdyBuxC_VYIh0EqN1UXTQBYDdy803OhHohgsUtVZOW6FYnkPcQC0WEkgoRgplO4pZwxZxJ8w6rVwEFsOxGhqORR06p_2yXZpeD60zvRqi9zsc49fR0im93TH0x0CvD_ZukedWVV9tjge86wCQhWNYxMrkGGMwL0xnOYgKWLSSO614HdKx5vZTsWo8r3NS_6Jk6hyogIUUTn8W06PD9XjIwDGXj2D--y8kGHnx8LDl9uRMaHM28oQa_RFqt3JTYYiM8n2PtdMAP9KXz4zW4mK2jzQ9__JdUjeR64_YU-yHNluUwKXrb3546FhL24eV_UR1QFi6M-itL0gU102rrwxeDeO5a9ZGhNPHpEgMiCYnRENUnLva2hX4HakTjGMkAhDjMqXFd1GMD22j14kgBWcOzXAGN7Cp2h08zdjLDZOOWUSR1f4A2cDb2PLnoFpV9MM2NlGf3AiTiKQr-M-hTVimb65dmL9XYqr46ACPaa5Cf93Ls_mFPvpCA==&xkcb=SoBS-_M3SuvUitTOoR0PbzkdCdPP&p=12&fvj=0&vjs=3,Apple Bank for Savings," 
 Knowledge of data types, errors, data comparison, and data cleaning.
 Contribute to broader enterprise data management decisions.
","New York, NY","Posted
Posted 30+ days ago",3.6
US,data,,Data Engineer (P),https://www.indeed.com/company/DCI-Solutions/jobs/Data-Engineer-02b1238227e61651?fccid=ef458547d0b90f7b&vjs=3,DCI Solutions," 
 Write code to build and maintain enterprise data integration pipelines.
 Deploy groundbreaking technical solutions to solve the government’s hardest problems.
","Washington, DC","Posted
Posted 3 days ago",
US,data,,Data Analyst *$28.00 – $40.00/hr* (03102023),https://www.indeed.com/rc/clk?jk=2e7fbb7f906c05c5&fccid=d90a9bad2fe6dd19&vjs=3,BetterNight," 
 Build complex queries to optimize data processes and data outputs.
 Design and implement an efficient data pipeline.
 Paid sick leave and paid holidays.
",Remote,"Posted
Posted 3 days ago",3.3
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=394bee0ae7076f68&fccid=dd616958bd9ddc12&vjs=3,"Kanarys, Inc"," 
 Present information using data visualization techniques.
 Identify valuable data sources and automate collection processes.
 Flexible and remote working culture.
",Remote,"Posted
Posted 16 days ago",
US,data,,Data Center Operations - Engineer I,https://www.indeed.com/rc/clk?jk=d1f837488c8b95b1&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A."," 
 Desire to develop a working knowledge of change management, corporate IT audit processes, IT risk management, technical problem resolution, operations systems…
","Orangeburg, NY","Posted
Posted 25 days ago",3.8
US,data,,Data Scientist / Engineer (US only),https://www.indeed.com/rc/clk?jk=14496349cacd701a&fccid=cffd065f9ff9e672&vjs=3,Braintrust," 
 The project involves working with several datasets, entity resolution to create mappings across those datasets, creating derived metrics and data concepts, and…
","Remote in San Francisco, CA 94133","Posted
Posted 3 days ago",4.5
US,data,,"Analyst, Data & Research",https://www.indeed.com/rc/clk?jk=78755a8dab9fa8c6&fccid=02ea198950747c07&vjs=3,Los Angeles Homeless Services Authority," 
 Practiced experience in collecting primary data, utilizing secondary data, as well as organizing and managing administrative data.
","Hybrid remote in Los Angeles, CA 90017","Posted
Posted 7 days ago",3.7
US,data,,Data Analytics Specialist,https://www.indeed.com/rc/clk?jk=0def1f81418b72dd&fccid=f64e9de653027862&vjs=3,Primacy," 
 Development of data pipelines to extract, consolidate, and transform marketing and operational data.
 Development of internal and client-facing data reports…
","Boston, MA","Posted
Posted 6 days ago",
US,data,,Jr. Data Scientist,https://www.indeed.com/rc/clk?jk=d481a53712856322&fccid=98318de9a68e36bc&vjs=3,"WhirlWind Technologies, LLC"," 
 Automate data collection from various external data sources and data type.
 Develop methods and procedures for collection and analysis of data from several data…
",Remote,"Employer
Active 6 days ago",4.4
US,data,,Compensation and Data Analyst (Human Resources),https://www.indeed.com/rc/clk?jk=a25ee39f04a2db85&fccid=c0853ade15bb485c&vjs=3,Saratoga Medical Inc.," 
 Junior Compensation Analyst Job Responsibilities.
 Review job descriptions, conduct salary research, make appropriate salary recommendations and complete price…
","New York, NY 10001 
(Garment District area)","Posted
Posted 30+ days ago",3.6
US,data,,Claims Data Analyst,https://www.indeed.com/company/Teamware-Solutions-(quantum-leap-consulting)./jobs/Claim-Data-Analyst-f2bd41e073617cad?fccid=49dc291b3e6eddef&vjs=3,Teamware Solutions (quantum leap consulting).," 
 Life Insurance Claims data Experience required.
 Life Insurance Claims data: 5 years (Preferred).
 IT FIELD or as a data analyst: 10 years (Required).
",Remote,"Posted
Posted 30+ days ago",
US,data,,Data Engineer,https://www.indeed.com/company/Strivernet-RPO-Services-Ltd/jobs/Data-Engineer-a9c87537b60bfab6?fccid=12c11efe2739ca13&vjs=3,Strivernet RPO Services Ltd," 
 *Demonstrated ability to work on large data sets*.
 6. 2 years experience of using *statistics for data modeling and predictions*.
 ETL tools: 5 years (Required).
","Santa Clara, CA","Posted
Posted 12 days ago",
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=5c8292064c708ed2&fccid=173d23d1fca1abbc&vjs=3,Intentsify LLC," 
 Influence data strategies and the overall product roadmap by building efficient and scalable data solutions.
 Interface closely with data infrastructure, product…
",Remote,"Posted
Posted 24 days ago",
US,data,,Litigation Data Analyst - 2nd Shift (Remote),https://www.indeed.com/rc/clk?jk=828436b1fe1674f9&fccid=d455b737dea6e4d9&vjs=3,KLDiscovery," 
 In addition, through its global Ontrack Data Recovery business, KLDiscovery delivers world-class data recovery, email extraction and restoration, data…
",Remote,"Posted
Posted 4 days ago",3.5
US,data,,"Privacy, Cybersecurity & Data Governance Counsel – 14814",https://www.indeed.com/company/New-York-City-Department-of-Education/jobs/Privacy-4d99b22d4e6bcadd?fccid=9511c7ae1692f54e&vjs=3,NYC Department of Education," 
 O Advises the NYC DOE on information governance and data lifecycle management related matters, including data minimization, records management, record retention…
","Brooklyn, NY 11201","Posted
Posted 30+ days ago",3.9
US,data,,Entry Level Business Analyst,https://www.indeed.com/company/Swivel-Payment-Solutions-LLC/jobs/Entry-Level-Business-Analyst-dbb24f77beba79c1?fccid=73358697b054bc26&vjs=3,"Swivel Payment Solutions, LLC"," 
 Document application functions, data, and process flows using the prescribed template, or appropriate fit-for-purpose format Participate in the integration…
","Boston, MA 02108 
(Beacon Hill area)","Posted
Posted 2 days ago",
US,data,,Data Analyst I,https://www.indeed.com/rc/clk?jk=41b8f16e206d249d&fccid=48ecd526e3aa3225&vjs=3,Kaiser Permanente," 
 Assists with data preparation for analytic efforts under the guidance of more senior employees by cleaning data to ensure quality and accuracy based on provided…
","Pasadena, CA","Posted
Posted 30+ days ago",4.1
US,data,,Data Entry Clerk (PRN) (Remote-Texas),https://www.indeed.com/rc/clk?jk=e89ea807add8d0b3&fccid=9e09689612f95911&vjs=3,Phoenix House Texas," 
 Reviews discrepancies in data received requests clarification or advises supervisor of issues related to data and perform data verification routines in…
","Remote in Dallas, TX 75220","Posted
Posted 12 days ago",3.1
US,data,,2nd Shift Part-Time Automated Data Entry,https://www.indeed.com/rc/clk?jk=4b12297b80fde373&fccid=07b2953112bee6e3&vjs=3,Menards," 
 This position is primarily responsible for entering data into Menards systems.
 Hours are Part Time - 4 pm start time Monday-Friday.
","Eau Claire, WI 54703","Posted
Posted 26 days ago",3.4
US,data,,Data / Intake Coordinator,https://www.indeed.com/rc/clk?jk=9af8b2d5349e82ef&fccid=5b0658c06a9e361d&vjs=3,New Settlement," 
 Monitor student attendance and performance, maintaining records and data.
 Provide monthly data reports to Program Director and Director of YouthBuild programs.
","Bronx, NY 10452 
(High Bridge area)","Posted
Posted 6 days ago",4.0
US,data,,Senior Data Analytics Analyst - Remote,https://www.indeed.com/rc/clk?jk=a6256979b37c37f3&fccid=47a15cde3c2472ae&vjs=3,Smithfield Foods," 
 Strong Experience in analyzing data within relational database systems.
 Perform ad hoc analysis using data from various systems and explain results of analysis…
","Remote in Smithfield, VA","Posted
Posted 30+ days ago",3.4
US,data,,IB Cross Stream Change – Business Analyst,https://www.indeed.com/rc/clk?jk=c36be3d070d8f177&fccid=1c76c3a36f6c7557&vjs=3,UBS," 
 Work on the implementation of a range of new change projects, typically as part of a larger IB-wide strategic or regulatory change programs.
","New York, NY","Posted
Just posted",3.8
US,data,,Data Engineers,https://www.indeed.com/rc/clk?jk=a9335a3bb68258c7&fccid=2f6b4b4d070b7bbd&vjs=3,Artha Solution," 
 Fundamental Knowledge of databases, data warehousing, data integration, and BI tools.
 Experience/knowledge on databases, data management, data integration, Big…
","Scottsdale, AZ 85260 
(North Scottsdale area)","Posted
Posted 30+ days ago",
US,data,,Data Coordinator,https://www.indeed.com/rc/clk?jk=521e1762f46dbe28&fccid=269af8f1fc82d380&vjs=3,Jumpstart For Young Children Inc," 
 Support Jumpstart’s program evaluation by managing the child data entry process, which includes entering data into Jumpstart databases with accuracy and by…
","Boston, MA 02210 
(South Boston area)","Posted
Posted 30+ days ago",4.4
US,data,,Healthcare Analyst - Operations Data Analyst,https://www.indeed.com/company/Alignment-Healthcare/jobs/Healthcare-Analyst-5f2e851b6d4e1b1a?fccid=b671a434bbdb37f3&vjs=3,Alignment Healthcare," 
 Provide data analysis expertise and strategic input to the development of clinical programs.
 As a Data Analyst for the operations team, you will assist in…
",Remote,"Posted
Posted 30+ days ago",2.8
US,data,,"Senior Analyst, Data Governance",https://www.indeed.com/rc/clk?jk=04a2d497f6c0d98a&fccid=32eb6ab362edb9de&vjs=3,Zenith," 
 2-4 years of experience working with large data sets or conducting quantitative analysis.
 They also work with other cross functional teams and help implement…
","New York, NY 10014 
(SoHo area)","Posted
Posted 9 days ago",3.1
US,data,,"Talent Partner, Data & Insights",https://www.indeed.com/rc/clk?jk=226567ffacdaa4bf&fccid=66403b30a2c0d89c&vjs=3,Netflix," 
 Within Data & Insights, the role of the Talent Partner (TPs) is to provide guidance, coaching, and advice on a range of people topics to Directors, Managers,…
","Los Gatos, CA","Posted
Posted 5 days ago",3.9
US,data,,"Specialist, Logistics Data",https://www.indeed.com/rc/clk?jk=fec6efea45387c8e&fccid=38c354bb9b09f488&vjs=3,Fisker Inc," 
 Expertise in handling Big Data and presenting actionable data to management.
 Build automation into report generation to drive meaningful and concise data…
",Remote,"Posted
Posted 18 days ago",3.9
US,data,,SQL Server DBA,https://www.indeed.com/company/Devcare-Solutions/jobs/SQL-Server-Database-Administrator-22587ec6cc3397db?fccid=debba90512f725cc&vjs=3,DevCare Solutions," 
 3 years Experience in data modeling and application database design.
 Local candidates in Ohio will be preferred.
",Remote,"Posted
Posted 6 days ago",3.6
US,data,,Senior Data Scientist (JR14391),https://www.indeed.com/rc/clk?jk=c25beeab71b837d8&fccid=88f5d9a70576ec2a&vjs=3,Teladoc Health," 
 Additionally, the applicant must have professional experience with: (1) Utilizing Python or R to process and analyze data, build models; (2) SQL to pull data…
",Remote,"Posted
Posted 30+ days ago",3.0
