Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time
data,,Business Analyst,https://www.indeed.com/rc/clk?jk=06954d8ac5e98130&fccid=8e5ef0148b0aa0bd&vjs=3,"Infobase Holdings, Inc."," 
 Ability to define problems, collect data, establish facts, and draw valid conclusions.
 The Business Analyst will conduct analysis to improve the financial and…
",Remote,"Posted
Posted 2 days ago",,2023-03-13
data,,Manager Data Analytics,https://www.indeed.com/rc/clk?jk=3e35eb38688169b3&fccid=0cc7e6bf8ac0b24f&vjs=3,Metropolitan Transportation Authority," 
 Knowledge of database management, programming, and other ""big data"" or data science skills.
 Perform statistical analyses on a wide variety of data sets.
","New York, NY 10004 
(Financial District area)
+1 location","Posted
Posted 5 days ago",4.0,2023-03-13
data,,Data Engineer with Erwin,https://www.indeed.com/company/azad-infotech/jobs/Data-Engineer-Erwin-7664e13d4fa67527?fccid=6788edad46f73d76&vjs=3,azad infotech," 
 Strong knowledge of database structure systems and data mining.
 Location: Jacksonville, FL (3 Days/Week in Office)*.
 Strong Experience in Data Modelling.
","Jacksonville, FL","Employer
Active 3 days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=45b84e5ab4a9f1e6&fccid=c3123dfd9a39895a&vjs=3,Symetra," 
 Experience with data modeling and working with large-scale data.
 Analyze complex, high-volume, high-dimensionality data from varying sources using a variety of…
","Bellevue, WA 98004 
(Downtown area)
+1 location","Posted
Posted 30+ days ago",3.2,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=64dbe3af6cc34052&fccid=8de1c3f5530c7dc1&vjs=3,Circle Medical - a UCSF Health Affiliate," 
 Experience in analytics, data science, data wrangling, and data visualization.
 Monitor data systems to ensure consistency, accuracy and efficiency across the…
","Remote in San Francisco Bay Area, CA","Posted
Posted 30+ days ago",3.0,2023-03-13
data,,Analytical Data Scientist,https://www.indeed.com/rc/clk?jk=d8221dc8e8543e7d&fccid=2525cc4a9a704809&vjs=3,Genentech," 
 Good understanding of clinical data and knowledge of CDISC data standards.
 Healthcare’s future is data driven.
 Willingness to travel as required.
","San Francisco, CA 
(Mission Bay area)
+1 location","Posted
Posted 2 days ago",4.0,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=26e193b12aca2231&fccid=1ec7fd2977db5110&vjs=3,Montage Marketing Group," 
 Leverage software development methodologies and custom scripts to automate data operations and develop new data tools/solutions.
","Washington, DC","Posted
Posted 17 days ago",5.0,2023-03-13
data,,Financial Data Analyst - Healthcare (Hybrid),https://www.indeed.com/rc/clk?jk=5b03e80e18431133&fccid=4e7cba47f9dfb3fd&vjs=3,Village Care," 
 The financial data analyst is responsible to ensure the accuracy and timeliness of routine and ad hoc reports for the team while working with internal and…
",Remote,"Posted
Just posted",,2023-03-13
data,,Sr Data Scientist,https://www.indeed.com/rc/clk?jk=64950518f88d6682&fccid=212b3e869c8a74cb&vjs=3,Public Storage," 
 Thought leader on how to converge available data, transfer learning from other projects and test new algorithms that optimize across large, ambiguous data sets.
","Glendale, CA","Posted
Posted 25 days ago",3.3,2023-03-13
data,,Transactional Data Associate - Remote,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CAkWo6yFjr1GEpq4XG3zBhvaUA6lTkVByY1U3N7NzADgpTh9sb880HC4pVVXzxau2XPqm-MbJaXv0IMyod6NCBblySmjV8_kZCkkCxwDLz2JNf-95fdHCcsxWTfQ91fzWFhhaainQfYpmXNiz1lRZcaL94hyGr2agvMLNzdVNDRQg4IzNoJzkCYtrjioZSk9cnqssb6U-ZVHXUAIYEd06-B8h8x81yfo_irJaOZiZ4Seh3xa8iGL3hVRVGgyCB5xfiYNoRY2OPtFfo8GRJXSNVym2gDjDzZKGq8E9m3EAO7nH9cK8FuzJDVgwmKTZ7jf9uTBB8I02h4TlHlJx1MH_LDbTlJ3K_YlsA-QtNu_r3IHysG7-nEEa9SQqQ0scUC-TpjeJa3InXeJZPWmh9F-vaTkdJRiiKcM-yrFvu5NOPTao7H2_lTPtOl0xIRn-6DY513BlN2OZDDU9IqX-Hlyip6U7NUnQZwVZcdqsTKb8sKxytg_pp5vqiVr60soUgsoOAwditmiIlbB3LlkRfdEeJu11ZViWX87HeNjeCiQ-EWC8j5SLq94hfe-Oq_YLQVxgW-aURYZxUIA==&xkcb=SoDi-_M3Suto4X2bMJ0LbzkdCdPP&p=0&fvj=0&vjs=3,HUB International," 
 Demonstrated experience with Microsoft Office Suite, specifically proficiency with Excel (e.g., data entry, importing data, arithmetic formulas, nested if…
","Remote in Chicago, IL 60684","Posted
Posted 30+ days ago",3.4,2023-03-13
data,,Jr. Data Scientist,https://www.indeed.com/company/TheHive/jobs/Junior-Data-Scientist-7bee32c0e027c1f4?fccid=3f6264f8e7e6996f&vjs=3,TheHive," 
 > 5+ years’ experience as a Data Scientist.
 > SQL + python, ML/predictive modeling plus experiment design.
 > Strong hand on design, code and debug applications…
",Remote,"Posted
Posted 30+ days ago",,2023-03-13
data,,Data Operations Analyst,https://www.indeed.com/rc/clk?jk=e98ad56e87a3c62b&fccid=e32c0f4f4d15814f&vjs=3,findhelp," 
 Verify and maintain existing program data according to findhelp’s standards and procedures.
 It is through this role that we maintain our network of programs and…
","Austin, TX 78731","Posted
Posted 30+ days ago",4.8,2023-03-13
data,,Data Modeler,https://www.indeed.com/rc/clk?jk=99cd77af7bbb058b&fccid=105ecfd0283f415f&vjs=3,Capgemini," 
 Implementing data strategies and developing physical data models.
 As a data modeler this individual will be working closely with data architects’ data analyst’s…
","New York, NY 10003 
(Flatiron area)
+2 locations","Posted
Posted 1 day ago",3.8,2023-03-13
data,,Jr. Business Analyst,https://www.indeed.com/rc/clk?jk=6a2d67efd2f8ad07&fccid=c9a71e917ce3a734&vjs=3,Medata Inc.," 
 Strong advocate for data governance to ensure data quality, consistency and protection.
 Analyze and document data structures.
","Remote in Irvine, CA 92606","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Engineer - All Levels,https://www.indeed.com/rc/clk?jk=e6bc665d26681ca7&fccid=5c439b65a0bd045b&vjs=3,FedEx Dataworks," 
 Assists with updating data from multiple data sources.
 Work on batch processing of collected data and match its format to the stored data, make sure that the…
",United States,"Posted
Posted 11 days ago",3.7,2023-03-13
data,,Data Analyst - Entry Level,https://www.indeed.com/company/TRESUME/jobs/Data-Analyst-d2923c11d88bfb96?fccid=8456b57e4d97ccb6&vjs=3,TRESUME," 
 Collaborate with team members to profile, analyze, and model data, including creating logical mapping of source data into target data models, based on the…
","Oak Hill, VA","Posted
Just posted",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=a3b9faf37e6817ae&fccid=b635c6c8bd1e0ed6&vjs=3,Fisher & Phillips LLP," 
 Interpret client data to identify statistical trends through data aggregation, sorting, and statistical analyses.
 1 to 3 years data analyst experience.
","+1 location
Remote","Posted
Posted 30+ days ago",3.4,2023-03-13
data,,Database Administrator,https://www.indeed.com/rc/clk?jk=9692dfede9e0bd72&fccid=e8f18ca6180ec8da&vjs=3,National Security Agency," 
 They acquire data, coordinate data flow, and promote data quality.
 Database Administrators select appropriate database technologies for specific requirements,…
","Fort Meade, MD","Posted
Posted 30+ days ago",4.1,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=5d80b09370ff256e&fccid=22bdc4ce5b4ef0f9&vjs=3,Panoramic Health," 
 Duties include collaborating with other data professionals to extract data figures, creating reports based on their findings, and monitoring key performance…
","+1 location
Remote","Posted
Posted 6 days ago",2.6,2023-03-13
data,,Sr Business Analyst RAQA (100% Remote) W2 Only - Remote,https://www.indeed.com/rc/clk?jk=81800eff8c0245f4&fccid=537661dec74f1516&vjs=3,Intuitive," 
 Reviews, updates and develops documentation including but not limited to: requirements, process workflows, user stories, use cases, data mapping/validations,…
",Remote,"Posted
Posted 18 days ago",4.1,2023-03-13
data,,Senior Data Engineer (US Remote),https://www.indeed.com/rc/clk?jk=065ef7fd30e99602&fccid=e5904a85da12679e&vjs=3,Swyfft," 
 Formulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data.
 Understanding of data warehousing and star schemas.
","Remote in New York, NY 10010
+4 locations","Posted
Posted 6 days ago",3.4,2023-03-13
data,,Associate Research Data Analyst **REMOTE AVAILABLE**,https://www.indeed.com/rc/clk?jk=8fc73c54996c07ae&fccid=dd616958bd9ddc12&vjs=3,," 
 Familiar with data modeling and understands the relationships between data items.
 In your pivotal role as an associate research data analyst, you will work with…
","Remote in Nashville, TN 37203","Posted
Posted 27 days ago",,2023-03-13
data,,NSQIP Data Abstractor: Full-Time,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDbgPK_SAsYHb4fJA--dJ1iDBFsl0YXsIaz4_TUoLcs1DR4kHnn-bh56B1DXuOhX5ARk5l04RWa66WCqRLZ1_0GGehDmKMZv1paifs8Txw0kNzi_2yLVrE4VeAUltamBs_H38LRYWS6sXxCDJ_pVhIllN4vg6xcesEru02nt5uEBEU3RTjaK5i7NqBMPbli5Uvk60ijqL4pS4ZBIV5oRzTeYoVJFbq_Z-W8CJBm11sygmmsAEBXgdZ5_0LZ0HG3RKBKsMGF9hprz_GDrXW4Y66c9Klz6W3j0eAvYWs2XDuT-v_VDH6JIWFukbYdri2ERO55F9vVPi7-MoEzY73pz6gtM1Ug6FpkuiiAGd0zJiMokq1VaexwBOSYKf7WGNZRGm1ZheUUW4znHASIbVBJ0NbnsJ4OJyCVV2oK1EnZGY4LJoIC5jA-7-8zqJuYj4E9aPi5hwDwTIfFOo1htQ7LmIJe80GmpPSdBL2FNb6Nzdt6A==&xkcb=SoBu-_M3Suto4R2bMJ0KbzkdCdPP&p=13&fvj=0&vjs=3,Q-Centrix," 
 Ensure quality submission of all data in specified registries or measure data repositories, maintaining a high accuracy threshold.
","Remote in Chicago, IL
+17 locations","Posted
Posted 30+ days ago",3.6,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=49bcffb38699a5c3&fccid=de71a49b535e21cb&vjs=3,IBM," 
 Validating AI models for synthetic data generation.
 Validating AI models for synthetic data generation.
 4+ years experience with data science, mathematics,…
","San Jose, CA 95101 
(North Valley area)
+3 locations","Posted
Posted 4 days ago",3.9,2023-03-13
data,,EQTBM-Business-Data-Analyst,https://www.indeed.com/company/SysMind/jobs/Eqtbm-Business-Data-Analyst-fa08548fe0b28f9e?fccid=61830e4d6b219496&vjs=3,ASA," 
 Identify sources of data within the corporate infrastructure.
 Work with the Apptio Vendor to import Corporate Financial, Project Management, Time Tracking and…
","New York, NY 10020 
(Midtown area)
+1 location","Posted
Posted 13 days ago",3.9,2023-03-13
data,,Business Risk Professional 3 - Swap Data Reporting Analyst,https://www.indeed.com/rc/clk?jk=e2d1bcbde3454520&fccid=ae5bfc395c530fbc&vjs=3,U.S. Bank National Association," 
 Maintain currency with industry changes, including applicable laws, rule amendments, regulatory expectations and trends, DTCC technical specifications, and…
","Remote in Georgia
+1 location","Posted
Posted 2 days ago",3.6,2023-03-13
data,,Data Entry Clerk,https://www.indeed.com/rc/clk?jk=1b78bb569bf6f600&fccid=73dad673423d1327&vjs=3,Royce Construction Services LLC," 
 Entering data provided by customers.
 Filing physical copies of the data.
 Ensuring data preservation by taking regular backups.
 High School Diploma or GED.
","Remote in Reston, VA","Posted
Posted 11 days ago",,2023-03-13
data,,Master Data Associate (Remote),"https://www.indeed.com/company/SDI,-Inc/jobs/Master-Data-Associate-0fb1e18ed13c25be?fccid=a057b7df90bb77ff&vjs=3","SDI, Inc"," 
 Are you a data guru?
 Bachelor's degree or demonstrated experience within master data.
 Monitor data to ensure records are complete, accurate, consistent and easy…
",Remote,"Employer
Active 3 days ago",3.2,2023-03-13
data,,DATA ANALYST,https://www.indeed.com/rc/clk?jk=6e2582d7aa5b4d89&fccid=dde74e9dcd3c00c2&vjs=3,Lakeview Loan Servicing," 
 This position will work with multiple data systems to generate and amalgamate extensive data fields for the generation of reporting that supports Portfolio…
","Remote in Fort Lauderdale, FL 33309","Posted
Posted 26 days ago",3.5,2023-03-13
data,,Data Scientist - Model Validator (REMOTE),https://www.indeed.com/rc/clk?jk=acecb561f6827aaf&fccid=d2310af9b3bb8585&vjs=3,State Farm," 
 Implementing solutions is critical for success for data science at State Farm.
 Experience with data cleansing, feature creation, feature selection and value…
","Remote in Dunwoody, GA 30346
+1 location","Posted
Posted 30+ days ago",3.7,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=feef9df7d378df43&fccid=019e65bf6d96dfb8&vjs=3,Horizon Software," 
 Complete daily data refreshes to maintain internal company reports in Power BI.
 CBORD and Horizon are the world’s leading providers of integrated technology…
","Ithaca, NY 14850","Posted
Posted 4 days ago",3.3,2023-03-13
data,,Data Analyst - Remote Eligible,https://www.indeed.com/rc/clk?jk=2c53bba5ae660605&fccid=2faa77e8dc712650&vjs=3,Presbyterian Healthcare Services," 
 Three or more years of experience in data compilation, reporting and analytics utilizing data and analytics tools.
 Register now by clicking on this link:
","Remote in Albuquerque, NM 87113","Posted
Posted 3 days ago",3.4,2023-03-13
data,,Jr. Business/Data Systems Analyst - BDSA1601,https://www.indeed.com/company/Embedded-Systems-Inc/jobs/Junior-Business-Data-System-Analyst-e053f035a3ae2623?fccid=450aff5f7cce5591&vjs=3,Embedded Techniques," 
 Experience with data models, database design development, data mining and segmentation techniques.
 Gather business requirements and analyze data.
",Remote,"Posted
Posted 30+ days ago",,2023-03-13
data,,"Analyst, Data and Analysis",https://www.indeed.com/rc/clk?jk=caa5dbefbe3f4da1&fccid=274e15dee00b5237&vjs=3,Digitas," 
 Enjoys data visualization and story telling.
 Identifying nuances in data to optimize our clients’ business.
 The Data & Analysis team uses data-driven insights…
","New York, NY 10014 
(SoHo area)
+1 location","Posted
Posted 26 days ago",3.8,2023-03-13
data,,Food Data Curator (Contract),https://www.indeed.com/rc/clk?jk=07f015387a67eedf&fccid=d0e366f8f364415a&vjs=3,MyFitnessPal," 
 Manage food data in our database.
 Verify food data for accuracy and completeness.
 Expertise in navigating verified food data systems like FoodData Central.
","Remote in Austin, TX","Posted
Posted 5 days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=f41db72690b8c62e&fccid=1068f23bdc8cad68&vjs=3,BDSA," 
 Prior experience with data management software.
 Audit data through standard verification processes to detect errors.
 FLSA Classification: Full-Time, Non-Exempt.
","Remote in Louisville, CO
+1 location","Posted
Posted 2 days ago",,2023-03-13
data,,Remote Technical Business Analyst,https://www.indeed.com/rc/clk?jk=112de0c4727abec9&fccid=f22041c5bf18dea7&vjs=3,"TheoremOne, LLC"," 
 Join our global team of 450+ craftspeople!
 We are a consultancy that solves business problems by designing and building highly complex custom software for the…
",Remote,"Posted
Posted 18 days ago",4.2,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=ef3ce0b3774ec9c3&fccid=682445dd35595caf&vjs=3,Leap," 
 Manage day-to-day enrollment operations, such as submitting data authorizations forms, registering meters in grid operator platforms, and following up with…
",Remote,"Posted
Posted 25 days ago",3.7,2023-03-13
data,,Research Data Analysis,https://www.indeed.com/rc/clk?jk=5153ed049af7eeee&fccid=2a341562d64c7cdb&vjs=3,University of California San Francisco," 
 6-months experience planning research or data workshops.
 6-months prior experience working with a data archive.
 Minimum 0- 1 year of experience.
",Remote in California,"Posted
Posted 30+ days ago",4.1,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=1683d63819d06c32&fccid=463fa5f952cc2ed7&vjs=3,iSpot.tv," 
 Gathering data from multiple data sources, aggregating and manipulating data for analysis, performing analysis, and creating analysis deliverables in Tableau or…
","Remote in Raleigh, NC
+2 locations","Posted
Posted 30+ days ago",1.6,2023-03-13
data,,Provider Data Specialist_ Temporary Position,https://www.indeed.com/rc/clk?jk=1b6bf3ac1a65b655&fccid=c060d0df634ace82&vjs=3,Versant Health," 
 Maintain the most current provider data to ensure the data quality of the network and provider directories.
 One to three (3) years of data entry experience.
","+2 locations
Remote","Posted
Posted 30+ days ago",2.4,2023-03-13
data,,Data Engineer,https://www.indeed.com/rc/clk?jk=2f50497bde4b63e0&fccid=7747e0e1a626523b&vjs=3,National University," 
 Responsible for maintaining metadata management and data quality activities so that data are accurate, reliable, and documented.
",Remote,"Posted
Posted 30+ days ago",3.6,2023-03-13
data,,"Senior Data Analyst, Revenue Growth Management",https://www.indeed.com/rc/clk?jk=993a3eb5d9318f16&fccid=d9162e48c444e6e3&vjs=3,Colgate-Palmolive," 
 Experience with data cleansing & validation with the ability to extract insights from disparate data sources in formulating stories.
","Hybrid remote in New York, NY 10022","Posted
Posted 30+ days ago",4.3,2023-03-13
data,,Data Labeler,https://www.indeed.com/rc/clk?jk=98a519a953393db5&fccid=a7c92d37815397cf&vjs=3,QinetiQ," 
 Working with video image data from leading edge technology systems to identify and label objects within the image.
 Must be comfortable working by themselves.
","Fort Belvoir, VA","Posted
Posted 30+ days ago",3.7,2023-03-13
data,,Data Architect,https://www.indeed.com/company/AVA-Counsulting/jobs/Data-Architect-6990e5ca43b99f8a?fccid=5bc80e514d3e86a1&vjs=3,USTSOL," 
 8 + years of experience in data warehousing with designing multi-layered data warehouses and data marts using both relational and dimensional modeling…
",Remote,"Posted
Posted 7 days ago",,2023-03-13
data,,People Analytics Data Viz Engineer (Talent Acquisition),https://www.indeed.com/rc/clk?jk=5b12455839dabcbf&fccid=116680a29a847a70&vjs=3,General Motors," 
 Great data analytics, data accuracy, and consulting skills.
 5+ years of dashboard development in Power BI and data visualization experi providing data-driven…
",Remote,"Posted
Posted 2 days ago",4.0,2023-03-13
data,,HRSC Representative Data Coordinator,https://www.indeed.com/rc/clk?jk=4edc48d030418cab&fccid=f2f24d7fb43a029a&vjs=3,Children’s Hospital of Philadelphia," 
 The HR Service Center (HRSC), Service Center Rep – Data Coordinator is responsible for providing tier one resource support on all HR policies, processes, and…
","Philadelphia, PA 19104 
(University City area)
+1 location","Posted
Posted 2 days ago",4.0,2023-03-13
data,,"Sr Professional, Data Steward",https://www.indeed.com/rc/clk?jk=bb2ff12571170443&fccid=67e7d62a7f3782fd&vjs=3,CoreLogic," 
 The data steward is a core part of the enterprise data management strategy for CoreLogic, with responsibility for delivering the data management program for a…
",United States,"Posted
Posted 25 days ago",3.3,2023-03-13
data,,Department Administrative Assistant (Short-Term Temporary),https://www.indeed.com/rc/clk?jk=462c6e9739294699&fccid=2367219115a3a7cf&vjs=3,Energy Solutions," 
 1 - 2 years administrative or data entry experience.
 Incentive claim review: reviewing attachments, data, and requirements for incentive claims.
",Remote,"Posted
Posted 26 days ago",3.7,2023-03-13
data,,Database Engineer,https://www.indeed.com/rc/clk?jk=695bffc526c132dd&fccid=7f3af35993e7f09f&vjs=3,Signify Health," 
 Experience developing ETL/ELT processes, loading data warehouses/data marts.
 The Database Engineer will be a strategic resource on the Data Management team…
","Remote in New York, NY
+1 location","Posted
Posted 19 days ago",3.0,2023-03-13
data,,Junior Data Engineer,https://www.indeed.com/rc/clk?jk=2f2a245b3f7e8c77&fccid=721529bbb1ff9f01&vjs=3,Small Batch Standard," 
 Direct previous experience building data pipelines.
 Building our data pipeline and analysis applications.
 You'll be responsible for working with our team to…
",Remote,"Employer
Active 15 days ago",,2023-03-13
data,,Data/Business Analyst,https://www.indeed.com/company/RealPage-Inc/jobs/Data-Business-Analyst-e83f35d99d5a987d?fccid=124d2eb87a9084a3&vjs=3,RealPage," 
 The team is a collection of analysts that facilitate the network of data between our internal and external sources of data.
 Apache Airflow: 2 years (Required).
",Remote,"Employer
Active 14 days ago",3.3,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=1d5a6522e0469931&fccid=2ecf4575019bf07a&vjs=3,CEDENT," 
 Must be able to ensure accurate data.
 Ability to test data and dashboard for accurayc.
 Leveraging data analytics to create controls and proactively detect…
","United States
+7 locations","Posted
Posted 11 days ago",,2023-03-13
data,,Data Center Operations - Engineer I,https://www.indeed.com/rc/clk?jk=d1f837488c8b95b1&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A."," 
 Desire to develop a working knowledge of change management, corporate IT audit processes, IT risk management, technical problem resolution, operations systems…
","Orangeburg, NY
+7 locations","Posted
Posted 25 days ago",3.8,2023-03-13
data,,Data Entry Clerk,https://www.indeed.com/rc/clk?jk=f2d80dd9c0002d58&fccid=554197db889d39d9&vjs=3,Haims Motors," 
 2 years of data entry experience.
 Our ideal candidate has essential data entry skills, such as fast typing with an eye for detail and familiarity with…
","Jacksonville, FL 32034","Posted
Today",,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=38ae3e9b8611137d&fccid=e20e8c7094456dda&vjs=3,Procal Technologies," 
 Fluent in machine learning, data exploration, and visualization tools such as R and/or Python · Intermediate skills with querying languages (SQL, etc.).
",Remote,"Posted
Posted 30+ days ago",,2023-03-13
data,,Data Analytics Specialist,https://www.indeed.com/rc/clk?jk=b11a09606c283fd5&fccid=d09c0479d529d147&vjs=3,Milo's Tea Company," 
 Work with other business areas including Data Quality and Data Warehouse to reconcile data differences and add data sources as needed.
",Remote,"Posted
Posted 30+ days ago",3.5,2023-03-13
data,,Associate Data Scientist,https://www.indeed.com/rc/clk?jk=cb0cbf2b5f6a273b&fccid=94d9bd2da8311a99&vjs=3,Netrush," 
 An obsession for solving problems with data.
 Developing models, designing experiments, building efficient data processes, and creating reports to communicate…
","Remote in Vancouver, WA 98683","Posted
Posted 30+ days ago",3.1,2023-03-13
data,,Sr Data Analyst (SQL/Python) - US Only,https://www.indeed.com/rc/clk?jk=15107c8f45ad507b&fccid=cffd065f9ff9e672&vjs=3,Braintrust," 
 You will often use imperfect data to influence strategic company decisions under tight timelines.
 Instrument data and supporting products and/or features…
","Remote in San Francisco, CA 94133","Posted
Posted 4 days ago",4.5,2023-03-13
data,,Data Analyst (Fully Remote),https://www.indeed.com/rc/clk?jk=ee44ccdaa790b7ba&fccid=dcd1ddc070faf58e&vjs=3,Costa Farms," 
 Implementation of systems to capture business operation data that ensure data quality.
 Minimum 2 years of experience with data modeling and data warehousing…
","Remote in Miami, FL 33170","Posted
Posted 11 days ago",3.5,2023-03-13
data,,Senior Data Engineer,https://www.indeed.com/company/Softcrylic/jobs/Senior-Data-Engineer-9dcef968a5dcd4c7?fccid=eae394021328e25c&vjs=3,Softcrylic," 
 The person should be working with Clients / Customer and with our internal (onshore and offshore) members to design, develop and rollout data projects.
",Remote,"Posted
Posted 25 days ago",,2023-03-13
data,,Entry Level Business Analyst (Training),https://www.indeed.com/company/PCS-GLOBAL-TECH/jobs/Entry-Level-Business-Analyst-d728f3f609add7e1?fccid=252beafbd99a6037&vjs=3,PCS GLOBAL TECH," 
 A bachelor’s degree in business analyst, data analyst, computer science or related field or a Master's degree.
 Managing competing resources and priorities.
","New York, NY
+1 location","Posted
Posted 30+ days ago",3.3,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/COGNWIZ-SOLUTIONS-LLC/jobs/Data-Analyst-d55e2f38bec8ffb1?fccid=0cbcf1b878a99750&vjs=3,Cognowiz solutions LLC," 
 Job Types: Full-time, Part-time.
","Herndon, VA 20170","Posted
Posted 12 days ago",,2023-03-13
data,,Data Engineer,https://www.indeed.com/company/Interas-Labs/jobs/Data-Engineer-3d32a851c79c294b?fccid=e2cc72502ed6f158&vjs=3,Interas labs," 
 Expertise using SQL to write complex, highly optimized queries across l arge volumes of data.
 Expertise in Databricks, AWS S3, IAM, Airflow, Jenkins (CICD),…
",Remote,"Posted
Posted 30+ days ago",,2023-03-13
data,,"Specialist, Data Quality",https://www.indeed.com/rc/clk?jk=c81133671c474010&fccid=88323fbac065cf8f&vjs=3,ServiceTitan," 
 The candidate will sometimes work directly with a customer when evaluating new software to review the data in its source software, present cleanups to the…
",Florida,"Posted
Posted 30+ days ago",4.0,2023-03-13
data,,2023 Data Visualization Engagement Specialist Co-Op,https://www.indeed.com/rc/clk?jk=48ecd7c844e185fd&fccid=7650303dc4b27449&vjs=3,Moderna Therapeutics," 
 You will work in our high performing data visualization and enablement to build and iterate on data visualizations and prepare data based on requirements…
","Cambridge, MA 02139 
(The Port area)","Posted
Posted 13 days ago",3.6,2023-03-13
data,,Data Analytics and Business Intelligence | Associate | Salt Lake City,https://www.indeed.com/rc/clk?jk=24431efb23e84553&fccid=16a97ed26c75bf2d&vjs=3,Goldman Sachs," 
 Data teams across the firm embody a keen attention to detail and quantitative discipline, focusing on data analytics and business intelligence to ensure our…
","Salt Lake City, UT 84111 
(Downtown area)","Posted
Posted 17 days ago",3.9,2023-03-13
data,,Senior Data Scientist,https://www.indeed.com/rc/clk?jk=6f084370846b50fb&fccid=2d2b7d731f71473a&vjs=3,The Jed Foundation," 
 Inform data architecture, and data sharing approaches, and evaluate data sources.
 Lead internal learning collaboratives related to data science, statistical…
","Remote in New York, NY 10001","Posted
Posted 28 days ago",4.7,2023-03-13
data,,Data Analyst (Temporary),https://www.indeed.com/rc/clk?jk=c7c0f13a7402a7d2&fccid=daeffefe4393cdb0&vjs=3,New York Post," 
 Liaise with key stakeholders to build and maintain custom dashboards, reports, and data analysis decks and fulfill ad-hoc data requests through data…
","Hybrid remote in New York, NY","Posted
Posted 7 days ago",4.1,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/EGGS-UNLIMITED/jobs/Data-Analyst-c3b6a12e4f3b48a5?fccid=6fca5e19fb676a82&vjs=3,EGGS UNLIMITED," 
 With limited supervision, the Data Analyst is responsible for data compilation, data management, data analysis, and reporting.
","Irvine, CA 92618 
(Irvine Health and Science Complex area)","Employer
Active 1 day ago",,2023-03-13
data,,Data Entry Associate (On-Site),https://www.indeed.com/rc/clk?jk=dbdd6a3c588c6b80&fccid=68d2e85fec084dda&vjs=3,Alzheimer's Foundation of America," 
 Verify entered donor data by reviewing, correcting, deleting, or reentering data; combining data from both systems when information is incomplete; purging files…
","New York, NY 10001 
(Chelsea area)","Posted
Posted 10 days ago",2.4,2023-03-13
data,,Data Entry Associate - Day&Night Shifts - Charlotte NC,https://www.indeed.com/company/WATERWORKS/jobs/Data-Entry-Associate-9eebe0c69a40be41?fccid=64a8d8658ed9d6d7&vjs=3,WaterWorks," 
 Data Entry: Check data, copy information, database.
 Data entry clerks to work in Charlotte, NC.
 Meet production and quality standards.
 *1st: *7:30 AM-4:00 PM.
","Charlotte, NC 28217 
(Montclaire South area)","Employer
Active 4 days ago",3.6,2023-03-13
data,,IT Data Specialist (US),https://www.indeed.com/rc/clk?jk=bc1203a162d35245&fccid=d7114f1cac8d0711&vjs=3,TD Bank," 
 Develop, maintain knowledge of data available from upstream sources and data within various platforms.
 Perform data profiling using TD tooling and ad hoc system…
","Atlanta, GA
+3 locations","Posted
Posted 10 days ago",3.8,2023-03-13
data,,Data Engineer I - (Remote),https://www.indeed.com/rc/clk?jk=31258aba7f4ce7f2&fccid=dd7128553d6e76a3&vjs=3,Help At Home," 
 Maps source system data structures into the data warehouse data model (source-target mapping) and enhance the data warehouse data model as needed to meet the…
","+2 locations
Remote","Posted
Posted 30+ days ago",3.1,2023-03-13
data,,Data Engineer,https://www.indeed.com/company/KesarWeb/jobs/Data-Engineer-a8b317c992974e0a?fccid=36a6953a97504177&vjs=3,KesarWeb," 
 Preparing raw data for manipulation by data scientists.
 Bachelor's degree in data engineering, big data analytics, computer engineering, or related field.
","Remote in Columbus, OH","Posted
Posted 30+ days ago",,2023-03-13
